20230903	(주)티맥스에이아이연구소	12	23
20230903	Tmax R&D Center (주)티맥스오피스 연구소	0	18
20230903	(주)뷰노 기업부설연구소	0	16
20230903	(주)마키나락스 기업부설연구소	4	15
20230903	(주)티오리한국 기업부설연구소	4	13
20230903	(주)퓨리오사에이아이 기업부설연구소	4	13
20230903	(주)업스테이지 기업부설연구소	2	13
20230903	하이퍼커넥트 유한책임회사 기업부설연구소	0	13
20230903	(주)뤼이드 기업부설연구소	0	12
20230903	엔씨소프트부설연구소	7	12
20230903	세이지리서치 연구소	2	11
20230903	리벨리온(주) 기업부설연구소	6	10
20230903	(주)마인즈앤컴퍼니 기업부설연구소	4	10
20230903	(주)크래프톤(KRAFTON, Inc.) AI Research Center	2	10
20230903	Tmax R&D Center (주)티맥스티베로연구소	0	10
20230903	(주)루닛 R&D CENTER	0	9
20230903	(주)티맥스비아이 연구소 Tmax R&D Center 	0	9
20230903	(주)디셈버앤컴퍼니자산운용 R&D Center	1	9
20230903	에이치엘만도(주) Global R&D Center	4	9
20230903	한국항공우주산업항공기개발센터	1	9
20230903	TmaxR&DCenter㈜티맥스클라우드연구소	0	9
20230903	(주)제이엘케이 서울 기업부설연구소	2	9
20230903	이마고웍스(주) 기업부설연구소	6	9
20230903	(주)날비컴퍼니 R&D CENTER	0	8
20230903	한국유나이티드제약(주) 세종연구소	1	8
20230903	리얼타임비쥬얼(주)기술연구소	2	8
20230903	(주)씨유박스 기술연구소	1	8
20230903	로보티즈 부설연구소	3	7
20230903	(주)케이사인 정보보안연구소	3	7
20230903	오픈엣지테크놀로지(주) 기업부설연	4	7
20230903	(주)에스투더블유 기업부설연구소	1	7
20230903	(주)쓰리빌리언 기업부설연구소	2	7
20230903	(주)메디픽셀 기업부설연구소	3	7
20230903	(주)버킷플레이스 기업부설연구소	2	7
20230903	엘아이지넥스원판교R&D센터	5	7
20230903	에코에너지기술연구소 기업부설연구소	3	7
20230903	쎄트렉아이우주기술연구소	3	7
20230903	(주)스켈터랩스연구소	2	6
20230903	(주)뷰웍스 부설연구소	4	6
20230903	(주)피플펀드컴퍼니 기업부설연구소	2	6
20230903	(주)에임드바이오 R&D센터	0	6
20230903	(주)네오위즈기업부설연구소	2	6
20230903	아우토크립트(주) 모빌리티보안연구소	1	6
20230903	(주)스캐터랩인공지능연구소	4	6
20230903	(주)실리콘마이터스 선행기술연구소	0	6
20230903	(주)클레온 기업부설연구소	1	6
20230903	(주)컨트롤웍스 미래모빌리티연구소	2	6
20230903	(주)에스아이에이 인공지능연구소	3	6
20230903	(주)컬리 서비스기술연구소	4	6
20230903	대웅바이오연구소서울분소	2	6
20230903	(주)큐픽스 기업부설연구소	1	6
20230903	한국유나이티드제약서울연구소	2	6
20230903	(주)동진쎄미켐 부설 제4연구소	2	6
20230903	(주)파두 기업부설연구소	5	6
20230903	대원제약중앙연구소	1	6
20230903	(주)매스프레소기업부설연구소	0	5
20230903	Tmax R&D Center (주)티맥스오에스연구소	0	5
20230903	(주)딥엑스 부설연구소	1	5
20230903	에프앤자산평가 금융공학연구소	2	5
20230903	(주)베가스 R&D Center	0	5
20230903	이에이트(주) R&D CENTER (3D 기술연구센터)	3	5
20230903	(주)토르드라이브 기업부설연구소	0	5
20230903	(주)유비씨 기술연구소	2	5
20230903	(주)코인플러그 기업부설연구소	1	5
20230903	(주)트위니 인공지능로봇 연구소	2	5
20230903	버즈니연구소	1	5
20230903	데브시스터즈(주)R&D Center	0	5
20230903	(주)데이블개인화기술연구소	0	5
20230903	(주)코난테크놀로지 언어·음성 AI 연구소	2	5
20230903	동진쎄미켐부설제2연구소	3	5
20230903	동아에스티(주)연구소	0	5
20230903	셀렉트스타(주) 기업부설연구소	0	5
20230903	(주)무하유 기업부설연구소	2	5
20230903	(주)텐일레븐미래기술연구소	2	4
20230903	(주)퀀텀캣 기업부설연구소	2	4
20230903	(주)맥스트기업부설연구소	0	4
20230903	(주)인스텍 중앙연구소	1	4
20230903	(주)알세미 기업부설연구소	0	4
20230903	(주)럭스로보기술연구소	1	4
20230903	(주)알티스트 기업부설연구소	3	4
20230903	(주)크래프트테크놀로지스 기업부설연구소	0	4
20230903	오가노이드사이언스(주) 기업부설연구소	0	4
20230903	(주)업테라 R&D Center	0	4
20230903	피도텍 기업부설연구소	2	4
20230903	(주)엔에스에이치씨 솔루션연구소	0	4
20230903	한미약품제제연구센터	2	4
20230903	디어젠(주) 기업부설연구소	0	4
20230903	환인제약중앙연구소	2	4
20230903	한국자산공학연구소	3	4
20230903	텔레칩스 부설연구소	2	4
20230903	포티투닷(주) 기업부설연구소	3	4
20230903	엔에이치엔(주) 기술연구소	0	4
20230903	(주)버즈빌buzzvil institute of technology	0	4
20230903	(주)모토브 기업부설연구소	0	4
20230903	(주)미로 R&D center	0	4
20230903	(주)이노스페이스 기업부설연구소	0	4
20230903	(주)캐리마 기업부설연구소	3	4
20230903	(주)원프레딕트R&D센터	2	4
20230903	(주)스트라드비젼 기업부설연구소	0	4
20230903	(주)딥핑소스 기업부설연구소	1	4
20230903	오브젠(주)기술연구소	0	4
20230903	유선엔지니어링건축사사무소기업부설연구소	1	4
20230903	보로노이(주)신약개발연구소	2	4
20230903	바이오톡스텍부설연구소	1	4
